file_name,status,stage,error_type,message,invoice_id
IT016417907022023a_08FCl.xml,skipped,precheck,,Duplicato per file_name (pre-parse),1001
IT01879020517A2023_d25lX.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1002
IT01879020517A2023_dAcdE.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1003
IT01879020517A2023_gflPb.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1004
IT01879020517A2024_azd1I.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1005
IT01879020517A2024_cUe7q.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1006
IT01879020517A2024_da2XG.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1007
IT01879020517A2024_dNN2J.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1008
IT01879020517A2024_dR90y.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1009
IT01879020517A2024_fBx2f.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1010
IT01879020517A2024_fG2Nu.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1011
IT01879020517A2025_aFQJ9.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1012
IT01879020517A2025_cbjim.xml - Copia.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1013
IT01879020517A2025_d1qv5.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1014
IT0200275048300000_J63RL.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1015
IT0200275048300000_J92T1.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1016
IT0200275048300000_JD9K1.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1017
IT02046570426_5kZJr.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1018
IT02046570426_bq0f9.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1019
IT02046570426_cBC4E.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1020
IT02046570426_cM3mb.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1021
IT02624490658_I0qfv.xml,skipped,precheck,,Duplicato per file_name (pre-parse),1022
IT02861940654_00VRM.xml,skipped,precheck,,Duplicato per file_name (pre-parse),1023
