file_name,status,stage,error_type,message,invoice_id
IT01533080675_6DQMu.xml,success,import,,Import completato,721
IT01533080675_6Z25i.xml,success,import,,Import completato,722
IT01533080675_7Yr1T.xml,success,import,,Import completato,723
IT0164179070220231_0cFZR.xml,success,import,,Import completato,724
IT016417907022023E_06JUx.xml,success,import,,Import completato,725
IT016417907022023v_07mlq.xml,success,import,,Import completato,726
IT0164179070220248_0d8gx.xml,success,import,,Import completato,727
IT016417907022024m_0cgCj.xml,success,import,,Import completato,728
IT016417907022025a_09iZB.xml,success,import,,Import completato,729
IT016417907022025O_0baoC.xml,success,import,,Import completato,730
IT01879020517A2023_dkjIr.xml.p7m,success,import,,Import completato,731
IT01879020517A2023_dP0Ew.xml.p7m,success,import,,Import completato,732
IT01879020517A2024_c28Yo.xml.p7m,success,import,,Import completato,733
IT01879020517A2024_dl18r.xml.p7m,success,import,,Import completato,734
IT01879020517A2024_gzP36.xml.p7m,success,import,,Import completato,735
IT01879020517A2025_aFQH9.xml.p7m,success,import,,Import completato,736
IT01879020517A2025_aUn3u.xml.p7m,success,import,,Import completato,737
IT0200275048300000_OLD7P.xml.p7m,success,import,,Import completato,738
IT02624490658_I0jv5.xml,success,import,,Import completato,739
IT03349120927_36qS.xml,success,import,,Import completato,740
IT03618500403_2jgtV.xml.p7m,success,import,,Import completato,741
IT03830780361_989KG.xml.p7m,success,import,,Import completato,742
IT04313920656_67G66.xml.p7m,success,import,,Import completato,743
IT04530950486_3IMDV.xml,success,import,,Import completato,744
IT04911590281_ZSIA.xml.p7m,success,import,,Import completato,745
IT0526289001423304_E5IQP.xml,success,import,,Import completato,746
IT0526289001424213_DZH1W.xml,success,import,,Import completato,747
IT0526289001424274_PHVU6.xml,success,import,,Import completato,748
IT0526289001425090_3PNWE.xml,success,import,,Import completato,749
IT05499920659_00AA1.xml,success,import,,Import completato,750
IT05614050655_00GCC.xml,success,import,,Import completato,751
IT05793960963AAAAA_8REO4.xml,success,import,,Import completato,752
IT06628860964_ezthc.xml.p7m,success,import,,Import completato,753
IT06655971007_oM1xd.xml.p7m,success,import,,Import completato,754
IT06655971007_tD7oT.xml.p7m,success,import,,Import completato,755
IT06655971007_u9T8n.xml.p7m,success,import,,Import completato,756
IT07155170157_0wHjB.xml,success,import,,Import completato,757
IT07155170157_1Qk7v.xml,success,import,,Import completato,758
IT07383490633_00VJG.xml.p7m,success,import,,Import completato,759
IT07383490633_00Y0K.xml.p7m,success,import,,Import completato,760
IT08567210961_ykTUn.xml,success,import,,Import completato,761
IT08973230967_BudYn.xml,success,import,,Import completato,762
IT12281740154Z0001_U4733.xml.p7m,success,import,,Import completato,763
ITPSTMRA66A19F481R_000BV.xml,success,import,,Import completato,764
ITPSTMRA66A19F481R_000C1.xml,success,import,,Import completato,765
ITPSTMRA66A19F481R_000DZ.xml,success,import,,Import completato,766
ITPSTMRA66A19F481R_000EK.xml,success,import,,Import completato,767
NL10209790152_DwOwS.xml,success,import,,Import completato,768
NL10209790152_E7rIL.xml,success,import,,Import completato,769
NL10209790152_ESo1z.xml,success,import,,Import completato,770
NL10209790152_Himbj.xml,success,import,,Import completato,771
NL10209790152_I87An.xml.p7m,success,import,,Import completato,772
NL10209790152_IZwx5.xml,success,import,,Import completato,773
NL10209790152_J1joo.xml,success,import,,Import completato,774
NL10209790152_J3j9K.xml.p7m,success,import,,Import completato,775
NL10209790152_JRmJp.xml.p7m,success,import,,Import completato,776
SM03473_9E4zt.xml,success,import,,Import completato,777
SM03473_9oOlq.xml.p7m,success,import,,Import completato,778
SM03473_9VGqv.xml.p7m,success,import,,Import completato,779
SM03473_A1OQw.xml,success,import,,Import completato,780
SM03473_AgFsm.xml.p7m,success,import,,Import completato,781
SM03473_ANOSS.xml,success,import,,Import completato,782
SM03473_ArY1B.xml,success,import,,Import completato,783
SM03473_ASOng.xml,success,import,,Import completato,784
SM03473_AvlX1.xml,success,import,,Import completato,785
SM03473_B1ywL.xml,success,import,,Import completato,786
SM03473_B4Pw4.xml,success,import,,Import completato,787
SM03473_BefsX.xml,success,import,,Import completato,788
SM03473_BQjJc.xml,success,import,,Import completato,789
SM03473_Bx26X.xml.p7m,success,import,,Import completato,790
SM03473_BXaJv.xml.p7m,success,import,,Import completato,791
SM03473_CeEmS.xml.p7m,success,import,,Import completato,792
SM03473_CHrtc.xml,success,import,,Import completato,793
SM03473_Cw7os.xml,success,import,,Import completato,794
SM03473_D0dSF.xml,success,import,,Import completato,795
SM03473_D5lXV.xml.p7m,success,import,,Import completato,796
SM03473_Dd7db.xml,success,import,,Import completato,797
SM03473_DdHCm.xml,success,import,,Import completato,798
SM03473_DIpvq.xml.p7m,success,import,,Import completato,799
SM03473_Dqtwf.xml,success,import,,Import completato,800
SM03473_DusTk.xml.p7m,success,import,,Import completato,801
SM03473_DvqJ1.xml,success,import,,Import completato,802
SM03473_DWlKN.xml.p7m,success,import,,Import completato,803
SM03473_E4Heq.xml,success,import,,Import completato,804
SM03473_EGjM7.xml.p7m,success,import,,Import completato,805
SM03473_EVeb3.xml.p7m,success,import,,Import completato,806
SM03473_EwlUY.xml,success,import,,Import completato,807
