file_name,status,stage,error_type,message,invoice_id
IT01533080675_660AT.xml,skipped,precheck,,Duplicato per file_name (pre-parse),1527
IT01533080675_7Yr1K.xml,skipped,precheck,,Duplicato per file_name (pre-parse),1528
IT01533080675_7Yr1P.xml,skipped,precheck,,Duplicato per file_name (pre-parse),1529
IT016417907022023j_08owV.xml,skipped,precheck,,Duplicato per file_name (pre-parse),1530
IT016417907022023p_0c1vh.xml,skipped,precheck,,Duplicato per file_name (pre-parse),1531
IT016417907022025N_03kdq.xml,skipped,precheck,,Duplicato per file_name (pre-parse),1532
IT016417907022025n_0aSuY.xml,skipped,precheck,,Duplicato per file_name (pre-parse),1533
IT01879020517A2023_dkjRk.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1534
IT01879020517A2023_fGUDA.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1535
IT01879020517A2023_foKWl.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1536
IT01879020517A2023_fpO7C.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1537
IT01879020517A2023_fXjLt.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1538
IT01879020517A2023_g893g.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1539
IT01879020517A2024_a4c06.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1540
IT01879020517A2024_c9pVF.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1541
IT01879020517A2024_cwX3A.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1542
IT01879020517A2024_dm13a.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1543
IT01879020517A2024_fJsS9.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1544
IT01879020517A2024_gzP3B.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1545
IT01879020517A2025_gBXfG.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1546
IT01879020517A2025_gkx5r.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1547
IT0200275048300000_DR7S2.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1548
IT0200275048300000_EIG56.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1549
IT0200275048300000_L9AET.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1550
IT0200275048300000_MGCKP.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1551
IT02355260981_Sq6oI.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1552
IT02448510046TESI3_E1200.xml,skipped,precheck,,Duplicato per file_name (pre-parse),1553
IT02624490658_I0hqn.xml,skipped,precheck,,Duplicato per file_name (pre-parse),1554
IT02624490658_I0mxm.xml,skipped,precheck,,Duplicato per file_name (pre-parse),1555
IT02624490658_I0n71.xml,skipped,precheck,,Duplicato per file_name (pre-parse),1556
IT02624490658_I0q55 - Copia.xml,skipped,precheck,,Duplicato per file_name (pre-parse),1557
IT03299820591_5H23T.xml.p7m,skipped,precheck,,Duplicato per file_name (pre-parse),1558
