file_name,status,stage,error_type,message,invoice_id
IT0164179070220244_03max.xml,success,import,,Import completato,1208
IT016417907022024m_0aFFj.xml,success,import,,Import completato,1209
IT016417907022025d_02lqZ.xml,success,import,,Import completato,1210
IT016417907022025I_0ac82.xml,success,import,,Import completato,1211
IT016417907022025J_00oDD.xml,success,import,,Import completato,1212
IT01879020517A2023_dAcdG.xml.p7m,success,import,,Import completato,1213
IT01879020517A2024_bIYOl.xml.p7m,success,import,,Import completato,1214
IT01879020517A2024_cJRlW.xml.p7m,success,import,,Import completato,1215
IT01879020517A2024_dmoEY.xml.p7m,success,import,,Import completato,1216
IT01879020517A2024_hMaWG.xml.p7m,success,import,,Import completato,1217
IT01879020517A2025_aSEy3.xml.p7m,success,import,,Import completato,1218
IT01879020517A2025_ayrBH.xml.p7m,success,import,,Import completato,1219
IT01879020517A2025_btHFT.xml.p7m,success,import,,Import completato,1220
IT01879020517A2025_cbjio.xml.p7m,success,import,,Import completato,1221
IT01879020517A2025_cZgPF.xml.p7m,success,import,,Import completato,1222
IT01879020517A2025_dpPW0.xml.p7m,success,import,,Import completato,1223
IT01879020517A2025_gXz3W.xml - Copia.p7m,success,import,,Import completato,1224
IT01879020517A2025_hgOKx.xml - Copia.p7m,success,import,,Import completato,1225
IT02046570426_5WFR1.xml.p7m,success,import,,Import completato,1226
IT02355260981_T55vO.xml.p7m,success,import,,Import completato,1227
IT02624490658_I0lce.xml,success,import,,Import completato,1228
IT02624490658_I0pvw.xml,success,import,,Import completato,1229
IT02861940654_00WG5.xml,success,import,,Import completato,1230
IT03349120927_2wtG.xml,success,import,,Import completato,1231
IT03618500403_1TbB7.xml.p7m,success,import,,Import completato,1232
IT03759480654_0022H.xml.p7m,success,import,,Import completato,1233
IT03759480654_0027G.xml.p7m,success,import,,Import completato,1234
IT04099920656_0GXSE.xml,success,import,,Import completato,1235
IT04193800986_XxIS0.xml.p7m,success,import,,Import completato,1236
IT04398860652BNXBB_00ALG.xml.p7m,success,import,,Import completato,1237
IT04398860652BNXBB_00BK0.xml.p7m,success,import,,Import completato,1238
IT04398860652BNXBB_00BQY.xml.p7m,success,import,,Import completato,1239
IT04530950486_3CL8U.xml,success,import,,Import completato,1240
IT04839740489_LS4Rb.xml,success,import,,Import completato,1241
IT04839740489_Pq4Wx.xml,success,import,,Import completato,1242
IT0526289001423284_8B7IB.xml.p7m,success,import,,Import completato,1243
IT05499920659_00A5L.xml,success,import,,Import completato,1244
IT05614050655_00HKP.xml,success,import,,Import completato,1245
IT05614050655_00JBZ.xml,success,import,,Import completato,1246
IT06628860964_dBEVI.xml.p7m,success,import,,Import completato,1247
IT06628860964_dC2zf.xml.p7m,success,import,,Import completato,1248
